Student_ID,Age,Gender,Course,Year_Level,GWA,Attendance_Rate,Library_Usage_Hours,Scholarship_Status,Counseling_Sessions,Academic_Standing,School_Environment_Feedback
S0197,25,Male,BSIT,3rd Year,2,92.5,2.83,No,2,Probation,Students with disabilities are supported well by the school. I admire how accessible the buildings and materials are.
S0198,24,Male,BSME,3rd Year,2.98,55.63,10.96,No,8,Probation,Our computer labs are equipped with the latest software we need for our program.
S0199,21,Female,BSECE,1st Year,3.15,82.41,10.87,No,1,Good,I appreciate how teachers are sensitive to our struggles. They give extensions when needed and listen to our concerns.
S0200,25,Male,BSME,1st Year,3.78,90.9,13.3,Yes,8,Dropout_Risk,The academic environment is competitive but supportive.
S0201,23,Male,BSCS,3rd Year,1.39,94.29,1.29,No,1,Good,The school observes gender sensitivity in lessons and communication. It?s a progressive and safe space.
S0202,25,Male,BSME,4th Year,2.56,89.11,3.15,No,1,Good,Restrooms are usually clean and have the necessary supplies.
S0203,23,Male,BSCS,3rd Year,1.39,94.29,1.29,No,1,Good,We are always encouraged to speak up during consultations and feedback sessions. It makes us feel valued.
S0204,19,Male,BSCE,1st Year,1.7,92.01,19.74,No,10,Good,Our computer labs are equipped with the latest software we need for our program.
S0205,20,Female,BSIT,3rd Year,2.99,84.88,1.89,No,2,Dropout_Risk,The school provides scholarships and financial aid to those in need. It helped my friend stay in school.
S0206,24,Female,BSME,2nd Year,4.13,66.24,12.11,Yes,3,Good,The guidance office is easy to approach and very helpful.
S0207,25,Female,BSME,4th Year,1.82,96.44,13.32,Yes,10,Good,Faculty and staff are very respectful and warm. They treat students with kindness and fairness.
S0208,21,Male,BSCS,4th Year,1.02,58.63,16.44,No,4,Good,Restrooms are usually clean and have the necessary supplies.
S0209,22,Male,BSIT,4th Year,4.44,64.4,2.84,Yes,10,Dropout_Risk,There?s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0210,23,Male,BSIT,2nd Year,4.78,51.88,11.04,Yes,4,Dropout_Risk,"Some classrooms are too crowded, making it hard to focus. It would help to reduce class sizes or improve seating arrangements."
S0211,23,Female,BSME,4th Year,3.95,62.52,13.86,Yes,10,Dropout_Risk,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0212,22,Male,BSCS,2nd Year,1.72,74.35,5.29,No,3,Dropout_Risk,The air conditioning often breaks down during afternoon classes. Regular maintenance would make learning more comfortable.
S0213,21,Female,BSME,4th Year,2.57,77.63,0.17,Yes,10,Probation,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0214,19,Female,BSIT,2nd Year,2.48,89.06,13.8,Yes,10,Probation,Many classrooms still use outdated projectors or none at all. Upgrading multimedia equipment would enhance lesson delivery.
S0215,25,Male,BSCS,2nd Year,3.64,81.17,11.01,Yes,10,Good,Restrooms are usually clean and have the necessary supplies.
S0216,25,Male,BSME,4th Year,2.56,89.11,3.15,No,1,Good,We don?t have enough computer units for large classes. Adding more workstations would ensure equal access.
S0217,18,Female,BSCS,3rd Year,4.35,75.2,18.07,No,10,Good,Restrooms are usually clean and have the necessary supplies.
S0218,18,Female,BSIT,4th Year,4.06,72.85,0.73,Yes,3,Probation,Some chairs and desks are broken and haven?t been replaced. A routine inspection would solve this problem.
S0219,21,Female,BSIT,4th Year,2.12,84.02,17.07,No,9,Probation,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0220,25,Male,BSME,4th Year,2.56,89.11,3.15,No,1,Good,The Wi-Fi is unreliable in some areas of the campus. Improving the coverage would make research easier.
S0221,24,Male,BSCE,4th Year,2.17,96.86,3.19,Yes,4,Probation,The guidance office is easy to approach and very helpful.
S0222,23,Female,BSME,3rd Year,1.48,76.88,8.53,Yes,1,Good,The power outlets in most study areas don?t work. Fixing them would help students who rely on laptops.
S0223,25,Male,BSECE,1st Year,2.46,52.82,15.72,Yes,3,Dropout_Risk,Our computer labs are equipped with the latest software we need for our program.
S0224,22,Male,BSCS,2nd Year,1.72,74.35,5.29,No,3,Dropout_Risk,The library is too small for the number of students. A larger space or satellite reading rooms would help.
S0225,24,Female,BSCE,2nd Year,3.86,53.84,11.66,No,0,Dropout_Risk,The academic environment is competitive but supportive.
S0226,23,Male,BSCE,1st Year,3.71,72.65,9.93,No,0,Good,The drinking fountains are either broken or unhygienic. More maintenance checks would ensure they stay usable.
S0227,21,Male,BSECE,4th Year,4.16,72.82,11.06,Yes,0,Dropout_Risk,The academic environment is competitive but supportive.
S0228,23,Male,BSIT,4th Year,1,90.11,0.47,Yes,4,Good,The canteen food is overpriced and lacks variety. Offering affordable and healthier choices would benefit students.
S0229,22,Male,BSECE,3rd Year,2.99,74.56,15.24,No,4,Probation,Some restrooms are consistently dirty and lack toilet paper. More frequent cleaning and restocking would improve hygiene.
S0230,25,Female,BSCE,1st Year,3.15,62.45,10.52,Yes,3,Good,Restrooms are usually clean and have the necessary supplies.
S0231,18,Female,BSME,1st Year,3.18,78.68,14.98,No,10,Dropout_Risk,There are not enough trash bins in outdoor areas. More bins would reduce littering on campus.
S0232,23,Female,BSCS,2nd Year,3.47,96.13,4.9,Yes,2,Probation,Our computer labs are equipped with the latest software we need for our program.
S0233,21,Male,BSCE,1st Year,4.06,60.8,16.97,Yes,5,Good,Certain buildings have poor lighting in hallways. Installing brighter lights would make them safer and more inviting.
S0234,24,Male,BSME,3rd Year,2.16,57.79,0.85,No,0,Dropout_Risk,Our computer labs are equipped with the latest software we need for our program.
S0235,24,Male,BSCE,2nd Year,3.89,61.01,11.85,Yes,10,Dropout_Risk,There is no visible first-aid station in every building. It would help to have accessible emergency kits across campus.
S0236,18,Male,BSME,2nd Year,3.65,62.33,6.93,Yes,6,Dropout_Risk,Our school celebrates student diversity through events and awareness weeks.
S0237,18,Female,BSCS,1st Year,4.75,78.22,12.91,No,1,Probation,Security presence is inconsistent in some remote areas of the school. More regular patrols would improve safety.
S0238,18,Male,BSIT,1st Year,4.56,74.87,12.35,No,1,Probation,Security guards are friendly and respectful. I feel safe walking around campus.
S0239,23,Male,BSCS,3rd Year,1.39,94.29,1.29,No,1,Good,Fire exits are sometimes blocked by stored materials. Keeping them clear should be a priority for safety.
S0240,20,Female,BSCE,1st Year,4.7,70.97,17.29,No,10,Probation,Security guards are friendly and respectful. I feel safe walking around campus.
S0241,24,Female,BSCS,2nd Year,2.74,84.48,9.66,Yes,3,Dropout_Risk,Evacuation drills are not conducted regularly. A scheduled emergency preparedness plan would benefit everyone.
S0242,24,Female,BSCE,2nd Year,3.86,53.84,11.66,No,0,Dropout_Risk,Security guards are friendly and respectful. I feel safe walking around campus.
S0243,22,Male,BSECE,2nd Year,1.55,66.11,13.93,Yes,7,Probation,Some hallways flood when it rains. Improving drainage would prevent accidents and keep students dry.
S0244,21,Female,BSCS,3rd Year,3.07,72.8,5.64,Yes,4,Dropout_Risk,Our school celebrates student diversity through events and awareness weeks.
S0245,18,Female,BSIT,1st Year,2.76,88.56,9.14,No,9,Dropout_Risk,Certain staircases have loose railings. These should be fixed to prevent injuries.
S0246,20,Female,BSECE,1st Year,2.19,77.29,18.59,Yes,5,Probation,Our computer labs are equipped with the latest software we need for our program.
S0247,22,Male,BSCS,3rd Year,2.67,86.87,13.65,No,10,Dropout_Risk,Stray animals wander around campus and pose a safety concern. A humane management plan should be implemented.
S0248,24,Female,BSME,1st Year,3.1,64.26,14.64,Yes,7,Probation,Some instructors are not punctual and often cancel classes. This disrupts the flow of learning and wastes time.
S0249,24,Female,BSME,2nd Year,1.2,73.56,7.1,No,4,Probation,The guidance office is easy to approach and very helpful.
S0250,20,Female,BSIT,3rd Year,2.99,84.88,1.89,No,2,Dropout_Risk,The course materials are not always updated. Revising content regularly would help us stay industry-relevant.
S0251,24,Male,BSCE,3rd Year,2.38,60.35,1.17,No,7,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0252,22,Male,BSECE,2nd Year,1.55,66.11,13.93,Yes,7,Probation,Grades take too long to be posted. A faster turnaround time would ease student anxiety.
S0253,25,Male,BSECE,2nd Year,4.17,91.92,8.76,No,9,Good,Our computer labs are equipped with the latest software we need for our program.
S0254,24,Female,BSIT,1st Year,3.93,59.69,13.15,Yes,0,Dropout_Risk,There's limited feedback on performance after exams. Detailed explanations would help us improve.
S0255,20,Male,BSIT,2nd Year,3.96,52.69,17.79,No,10,Good,"The classrooms are bright, clean, and conducive to learning."
S0256,21,Male,BSCS,4th Year,1.02,58.63,16.44,No,4,Good,Some professors don?t accommodate different learning styles. Using more varied teaching methods could help all students learn better.
S0257,18,Female,BSIT,4th Year,1.07,98.87,12.9,Yes,1,Good,The campus grounds are clean and well-maintained.
S0258,25,Male,BSIT,2nd Year,1.97,78.11,19.44,No,4,Dropout_Risk,"Group work is often unbalanced, with some students doing all the work. A better peer evaluation system would be fairer."
S0259,23,Female,BSCS,1st Year,4.82,74.09,19.62,No,6,Probation,The guidance office is easy to approach and very helpful.
S0260,20,Male,BSECE,3rd Year,1.41,67.49,9.48,Yes,6,Dropout_Risk,Labs and hands-on subjects feel rushed due to limited schedules. Extending lab time would deepen our learning.
S0261,24,Male,BSME,3rd Year,2.16,57.79,0.85,No,0,Dropout_Risk,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0262,21,Female,BSCS,3rd Year,4.89,71.46,7.72,No,1,Good,There?s little support for students struggling academically. A peer mentoring or tutoring system would be helpful.
S0263,20,Male,BSME,1st Year,4.01,54.26,17.26,No,3,Good,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0264,21,Female,BSIT,2nd Year,1.64,93.55,13.5,No,1,Good,There are few elective options to choose from. Expanding the offerings would allow for more personalized learning.
S0265,24,Male,BSIT,1st Year,3.82,64.19,18.25,Yes,4,Dropout_Risk,The campus grounds are clean and well-maintained.
S0266,24,Female,BSME,1st Year,4.12,54.56,3.63,Yes,3,Dropout_Risk,We lack access to updated journals and online academic databases. Subscriptions would improve the quality of our research.
S0267,23,Male,BSIT,2nd Year,4.78,51.88,11.04,Yes,4,Dropout_Risk,Not all students are informed of upcoming events in time. Improving communication through multiple channels would help increase participation.
S0268,21,Female,BSECE,3rd Year,1.66,92.64,8.96,Yes,1,Dropout_Risk,Our computer labs are equipped with the latest software we need for our program.
S0269,20,Male,BSCS,4th Year,3.5,57.82,0.88,No,10,Good,Student organizations are sometimes cliquish and hard to join. Orientation sessions could make them more welcoming.
S0270,18,Male,BSECE,2nd Year,4.71,61.45,5.92,Yes,6,Dropout_Risk,Our computer labs are equipped with the latest software we need for our program.
S0271,23,Female,BSME,3rd Year,1.99,88.93,8.18,Yes,9,Good,There are limited spaces for students to hang out or study in groups. More common areas would promote collaboration.
S0272,20,Male,BSECE,2nd Year,1.81,80.52,1.99,No,7,Probation,"The classrooms are bright, clean, and conducive to learning."
S0273,23,Female,BSCS,2nd Year,3.47,96.13,4.9,Yes,2,Probation,Events often overlap with class schedules. Better coordination between organizers and faculty would resolve this.
S0274,24,Male,BSECE,2nd Year,2.89,60.77,6.01,Yes,4,Good,The campus grounds are clean and well-maintained.
S0275,24,Male,BSIT,1st Year,3.47,74.84,12.39,Yes,1,Good,Some extracurricular activities feel under-supported by the school. More funding and recognition would encourage student participation.
S0276,21,Male,BSME,4th Year,3.61,57.28,9.89,Yes,4,Good,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0277,25,Male,BSECE,1st Year,2.46,52.82,15.72,Yes,3,Dropout_Risk,The school doesn?t always celebrate diversity in a visible way. More inclusive events would help everyone feel represented.
S0278,18,Male,BSECE,1st Year,3.15,60.77,12.6,No,4,Probation,Our school celebrates student diversity through events and awareness weeks.
S0279,20,Male,BSME,3rd Year,3.2,76.43,10.25,Yes,9,Probation,Student leaders are not always approachable. Regular town hall meetings could make leadership more accessible.
S0280,24,Male,BSECE,4th Year,3.63,76.57,13.07,Yes,6,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0281,25,Female,BSECE,3rd Year,2.82,84.72,13.66,No,7,Dropout_Risk,There are not enough non-academic competitions or showcases. These would give students a chance to highlight their other talents.
S0282,23,Male,BSIT,4th Year,1,90.11,0.47,Yes,4,Good,"The classrooms are bright, clean, and conducive to learning."
S0283,19,Male,BSCE,3rd Year,1.5,54.01,17.8,No,3,Dropout_Risk,The bulletin boards are outdated and cluttered. A digital noticeboard system would be more effective.
S0284,20,Female,BSCE,1st Year,4.7,70.97,17.29,No,10,Probation,The academic environment is competitive but supportive.
S0285,24,Female,BSIT,1st Year,3.93,59.69,13.15,Yes,0,Dropout_Risk,There?s a lack of evening programs for working students. Offering flexible options would be inclusive.
S0286,21,Female,BSECE,3rd Year,1.66,92.64,8.96,Yes,1,Dropout_Risk,It?s difficult to book appointments with the guidance office. Hiring more counselors would help meet student needs.
S0287,21,Female,BSECE,3rd Year,1.66,92.64,8.96,Yes,1,Dropout_Risk,Security guards are friendly and respectful. I feel safe walking around campus.
S0288,23,Female,BSCE,2nd Year,2.18,86.2,0.63,No,5,Dropout_Risk,Mental health support is not visible enough. Awareness campaigns would encourage more students to seek help.
S0289,21,Female,BSCS,2nd Year,3.73,90.37,16.49,No,10,Good,"The library is quiet and comfortable, with plenty of space to study."
S0290,24,Female,BSCE,2nd Year,4.48,79.93,18.73,Yes,3,Good,"Students with disabilities still face challenges in mobility. More ramps, elevators, and accessible signage are needed."
S0291,20,Female,BSIT,3rd Year,2.99,84.88,1.89,No,2,Dropout_Risk,Our computer labs are equipped with the latest software we need for our program.
S0292,19,Male,BSME,3rd Year,4.28,59.42,7.54,No,9,Dropout_Risk,Scholarship opportunities are not well-advertised. Better promotion would help students in need.
S0293,23,Female,BSME,3rd Year,1.99,88.93,8.18,Yes,9,Good,The campus grounds are clean and well-maintained.
S0294,19,Female,BSECE,3rd Year,4.33,97.27,14.4,No,1,Probation,Some teachers are not sensitive to personal issues affecting performance. Training on empathy and mental health would be beneficial.
S0295,25,Male,BSCE,1st Year,1.77,56.02,19.97,No,0,Dropout_Risk,Restrooms are usually clean and have the necessary supplies.
S0296,23,Female,BSIT,4th Year,4.87,86.92,16.38,Yes,3,Good,There?s a lack of forums for student feedback. Creating regular feedback channels would help improve policies.
S0297,22,Female,BSME,3rd Year,1.09,67.62,1.83,No,4,Dropout_Risk,The guidance office is easy to approach and very helpful.
S0298,19,Female,BSME,1st Year,1.4,88.11,19.33,No,9,Good,LGBTQ+ inclusion is not openly discussed in school. Adding topics on gender and identity in seminars would create awareness.
S0299,22,Female,BSCS,3rd Year,1.43,55.41,17.08,No,0,Probation,The campus grounds are clean and well-maintained.
S0300,22,Female,BSCE,1st Year,4.05,52.3,13.3,No,0,Dropout_Risk,The support system for working students is limited. Allowing asynchronous classes or flexible schedules would help.
S0301,21,Female,BSCE,2nd Year,4.49,64.16,9.7,Yes,7,Probation,The campus grounds are clean and well-maintained.
S0302,23,Female,BSECE,4th Year,4.29,56.83,0.71,No,4,Good,There are students who feel left out due to language barriers. Offering language support or English workshops would improve inclusion.
S0303,23,Female,BSECE,3rd Year,3.83,58.61,3.31,No,6,Probation,Our computer labs are equipped with the latest software we need for our program.
S0304,22,Male,BSCS,1st Year,2.52,51.3,7.41,No,10,Good,There?s a need for career guidance early in the program. Regular counseling and career fairs would prepare us better for the future.
S0305,22,Male,BSCE,1st Year,2.91,94.45,5.91,No,1,Dropout_Risk,"The classrooms are well-lit and spacious, but sometimes the fans are not enough during hot days."
S0306,20,Male,BSECE,3rd Year,1.41,67.49,9.48,Yes,6,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0307,20,Male,BSME,1st Year,4.32,75.19,6.25,No,2,Probation,I enjoy studying in the library because it's quiet and peaceful.
S0308,21,Female,BSECE,1st Year,3.15,82.41,10.87,No,1,Good,The academic environment is competitive but supportive.
S0309,23,Male,BSCS,3rd Year,1.39,94.29,1.29,No,1,Good,"The Wi-Fi is slow in some areas, especially near the gym and back building."
S0310,19,Female,BSCS,3rd Year,1.2,92.74,0.99,Yes,0,Dropout_Risk,The guidance office is easy to approach and very helpful.
S0311,21,Male,BSME,4th Year,3.61,57.28,9.89,Yes,4,Good,Our teachers are very accommodating and answer questions clearly.
S0312,23,Male,BSCS,3rd Year,1.39,94.29,1.29,No,1,Good,The campus grounds are clean and well-maintained.
S0313,24,Male,BSECE,4th Year,3.63,76.57,13.07,Yes,6,Good,I feel safe on campus thanks to the security guards at every gate.
S0314,25,Male,BSIT,3rd Year,2,92.5,2.83,No,2,Probation,"The classrooms are bright, clean, and conducive to learning."
S0315,18,Male,BSCE,2nd Year,3.55,84.15,7.82,No,10,Good,"The restrooms could be cleaner, and sometimes they run out of tissue."
S0316,22,Female,BSCE,1st Year,4.05,52.3,13.3,No,0,Dropout_Risk,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0317,24,Male,BSCE,3rd Year,2.2,62.49,10.18,No,10,Good,"I love how organized the student events are, especially the foundation week."
S0318,23,Female,BSECE,3rd Year,3.83,58.61,3.31,No,6,Probation,Security guards are friendly and respectful. I feel safe walking around campus.
S0319,18,Female,BSCS,3rd Year,4.35,75.2,18.07,No,10,Good,The chairs in our room are broken and need replacing.
S0320,22,Male,BSCS,4th Year,1.76,53.31,15.44,No,10,Probation,"The classrooms are bright, clean, and conducive to learning."
S0321,21,Male,BSME,3rd Year,3.38,74.36,8.09,No,9,Dropout_Risk,There aren't enough charging outlets in the common areas.
S0322,22,Male,BSCE,1st Year,2.64,57.95,13.06,No,2,Dropout_Risk,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0323,18,Female,BSME,1st Year,3.18,78.68,14.98,No,10,Dropout_Risk,I like how the faculty respects student opinions and includes us in decisions.
S0324,25,Male,BSCS,2nd Year,3.64,81.17,11.01,Yes,10,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0325,18,Male,BSCE,2nd Year,3.55,84.15,7.82,No,10,Good,"The guidance office is helpful, but the appointment slots are limited."
S0326,19,Male,BSME,3rd Year,1.16,98.1,11.23,Yes,5,Good,"The library is quiet and comfortable, with plenty of space to study."
S0327,20,Male,BSCS,4th Year,3.5,57.82,0.88,No,10,Good,Canteen food is decent but a little overpriced for students.
S0328,21,Female,BSCE,1st Year,2.5,84.62,13.52,No,3,Probation,The guidance office is easy to approach and very helpful.
S0329,19,Female,BSIT,2nd Year,2.48,89.06,13.8,Yes,10,Probation,"Class schedules are manageable, and there?s a good mix of lecture and hands-on activities."
S0330,22,Male,BSCS,1st Year,1.65,73.41,19.33,Yes,10,Good,Our computer labs are equipped with the latest software we need for our program.
S0331,22,Male,BSECE,2nd Year,1.55,66.11,13.93,Yes,7,Probation,The air-conditioning in the computer lab makes it comfortable to stay long hours.
S0332,24,Female,BSCE,3rd Year,1.13,94.11,19.92,Yes,9,Good,The guidance office is easy to approach and very helpful.
S0333,25,Male,BSME,3rd Year,2.35,54.5,12.86,No,7,Probation,Some of the lab equipment is outdated and needs to be upgraded.
S0334,22,Female,BSME,4th Year,3.49,89.38,1.81,Yes,4,Probation,Our computer labs are equipped with the latest software we need for our program.
S0335,25,Female,BSCE,4th Year,1.25,81.12,9.85,Yes,6,Probation,The school gym is well-maintained and has everything we need for PE.
S0336,24,Female,BSCE,2nd Year,3.86,53.84,11.66,No,0,Dropout_Risk,The academic environment is competitive but supportive.
S0337,23,Female,BSME,4th Year,4.01,62.5,9.89,No,1,Good,Teachers are approachable and allow consultations after class.
S0338,24,Female,BSCS,3rd Year,3.1,87.96,15.05,Yes,3,Good,"The library is quiet and comfortable, with plenty of space to study."
S0339,23,Female,BSCS,1st Year,3.88,73.75,2.89,Yes,4,Good,I wish the library had more updated references for my course.
S0340,24,Female,BSECE,4th Year,1.18,51,18.04,No,1,Dropout_Risk,Our computer labs are equipped with the latest software we need for our program.
S0341,25,Female,BSME,4th Year,1.82,96.44,13.32,Yes,10,Good,The student council does a great job keeping everyone informed.
S0342,25,Female,BSME,4th Year,1.82,96.44,13.32,Yes,10,Good,Our school celebrates student diversity through events and awareness weeks.
S0343,24,Male,BSIT,1st Year,1.1,83.66,19.6,No,7,Good,"Group activities in class are helpful, but not everyone contributes equally."
S0344,19,Female,BSME,1st Year,4.13,92.32,11.02,No,8,Good,Our school celebrates student diversity through events and awareness weeks.
S0345,20,Male,BSECE,2nd Year,1.81,80.52,1.99,No,7,Probation,It's hard to find a quiet place during lunch because the campus gets noisy.
S0346,25,Male,BSECE,1st Year,2.46,52.82,15.72,Yes,3,Dropout_Risk,Security guards are friendly and respectful. I feel safe walking around campus.
S0347,24,Male,BSCE,4th Year,2.17,96.86,3.19,Yes,4,Probation,More shaded seating areas would be great during break times.
S0348,18,Male,BSCE,2nd Year,3.55,84.15,7.82,No,10,Good,Our computer labs are equipped with the latest software we need for our program.
S0349,23,Male,BSIT,4th Year,1,90.11,0.47,Yes,4,Good,"School events are fun, but sometimes overlap with major exams."
S0350,24,Female,BSME,2nd Year,1.2,73.56,7.1,No,4,Probation,The guidance office is easy to approach and very helpful.
S0351,19,Female,BSME,1st Year,4.13,92.32,11.02,No,8,Good,"The computer labs are always in use, so booking time is difficult."
S0352,22,Female,BSCS,3rd Year,1.43,55.41,17.08,No,0,Probation,Our school celebrates student diversity through events and awareness weeks.
S0353,24,Female,BSCS,2nd Year,2.74,84.48,9.66,Yes,3,Dropout_Risk,"Our instructors post grades on time, which helps me track my performance."
S0354,22,Male,BSCS,3rd Year,2.67,86.87,13.65,No,10,Dropout_Risk,The academic environment is competitive but supportive.
S0355,24,Female,BSECE,2nd Year,1.44,99.4,18.92,No,1,Probation,There?s little parking space for those with motorbikes.
S0356,25,Male,BSME,4th Year,2.56,89.11,3.15,No,1,Good,Our school celebrates student diversity through events and awareness weeks.
S0357,24,Female,BSECE,4th Year,1.99,84.83,8.36,Yes,8,Good,"The elevators take a while, especially during peak hours."
S0358,25,Male,BSME,3rd Year,2.35,54.5,12.86,No,7,Probation,Restrooms are usually clean and have the necessary supplies.
S0359,21,Female,BSECE,3rd Year,1.66,92.64,8.96,Yes,1,Dropout_Risk,More student lounges would make the campus more comfortable.
S0360,24,Male,BSME,3rd Year,2.42,61.14,4.11,Yes,10,Probation,"The library is quiet and comfortable, with plenty of space to study."
S0361,18,Male,BSCE,1st Year,4.58,83.47,17.1,No,1,Good,The school clinic is responsive and provides free meds when needed.
S0362,22,Male,BSIT,4th Year,4.44,64.4,2.84,Yes,10,Dropout_Risk,"The library is quiet and comfortable, with plenty of space to study."
S0363,24,Male,BSIT,1st Year,3.47,74.84,12.39,Yes,1,Good,There?s too much focus on theory; we need more fieldwork.
S0364,25,Male,BSME,4th Year,2.56,89.11,3.15,No,1,Good,The guidance office is easy to approach and very helpful.
S0365,18,Female,BSCS,3rd Year,4.35,75.2,18.07,No,10,Good,"Professors often arrive late, cutting short our learning time."
S0366,20,Male,BSCE,4th Year,4.99,92.01,0.87,No,0,Probation,The guidance office is easy to approach and very helpful.
S0367,24,Male,BSCE,4th Year,2.17,96.86,3.19,Yes,4,Probation,I feel like there's not enough recognition for non-academic student achievements.
S0368,20,Male,BSCS,4th Year,3.5,57.82,0.88,No,10,Good,The academic environment is competitive but supportive.
S0369,25,Female,BSIT,1st Year,4.96,73.27,15.51,No,4,Probation,Orientation week helped me adjust easily as a freshman.
S0370,24,Male,BSCE,2nd Year,3.89,61.01,11.85,Yes,10,Dropout_Risk,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0371,24,Male,BSECE,2nd Year,2.89,60.77,6.01,Yes,4,Good,Some staff in the registrar?s office could be more accommodating.
S0372,21,Male,BSIT,4th Year,2.54,94.96,11.47,Yes,3,Dropout_Risk,"The library is quiet and comfortable, with plenty of space to study."
S0373,19,Male,BSCE,1st Year,1.7,92.01,19.74,No,10,Good,Our department offers a lot of internship opportunities.
S0374,19,Female,BSCS,3rd Year,1.2,92.74,0.99,Yes,0,Dropout_Risk,The campus grounds are clean and well-maintained.
S0375,24,Male,BSIT,3rd Year,2.87,81,2.19,No,3,Good,The campus is clean and well-maintained overall.
S0376,24,Male,BSME,3rd Year,2.98,55.63,10.96,No,8,Probation,The academic environment is competitive but supportive.
S0377,24,Female,BSCS,4th Year,4.96,85.69,2.69,Yes,9,Good,I appreciate the school?s efforts in promoting mental health awareness.
S0378,19,Female,BSCS,1st Year,3.16,71,12.21,Yes,3,Good,The guidance office is easy to approach and very helpful.
S0379,21,Female,BSIT,4th Year,2.12,84.02,17.07,No,9,Probation,The online portal sometimes crashes during enrollment.
S0380,22,Male,BSCE,1st Year,2.91,94.45,5.91,No,1,Dropout_Risk,The guidance office is easy to approach and very helpful.
S0381,21,Female,BSME,1st Year,3.62,66.55,19.05,Yes,0,Probation,There are too few microwaves in the canteen for students who bring lunch.
S0382,24,Male,BSME,3rd Year,2.42,61.14,4.11,Yes,10,Probation,Restrooms are usually clean and have the necessary supplies.
S0383,22,Male,BSCE,1st Year,2.64,57.95,13.06,No,2,Dropout_Risk,I enjoy working with classmates from different backgrounds.
S0384,25,Male,BSECE,3rd Year,1.27,54.71,4.85,Yes,10,Dropout_Risk,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0385,23,Female,BSIT,4th Year,2.79,84.92,4.53,Yes,3,Probation,I think there should be more electives related to current trends.
S0386,18,Female,BSECE,4th Year,1.19,80.19,17.45,Yes,2,Good,The academic environment is competitive but supportive.
S0387,22,Male,BSME,1st Year,1.01,51.95,1.68,Yes,9,Good,I wish our program had more specialized facilities.
S0388,18,Female,BSCS,3rd Year,4.35,75.2,18.07,No,10,Good,The guidance office is easy to approach and very helpful.
S0389,24,Male,BSME,3rd Year,2.98,55.63,10.96,No,8,Probation,The drinking fountains don?t always work.
S0390,24,Male,BSIT,1st Year,3.82,64.19,18.25,Yes,4,Dropout_Risk,The academic environment is competitive but supportive.
S0391,19,Female,BSECE,3rd Year,4.33,97.27,14.4,No,1,Probation,Some professors rely too much on PowerPoint without discussion.
S0392,18,Male,BSECE,1st Year,3.63,56.8,9.7,No,8,Good,The campus grounds are clean and well-maintained.
S0393,20,Male,BSCS,2nd Year,4.86,64.93,18.9,Yes,4,Probation,"Classrooms are clean, but some don?t have whiteboards that erase properly."
S0394,18,Female,BSCS,1st Year,4.75,78.22,12.91,No,1,Probation,Our computer labs are equipped with the latest software we need for our program.
S0395,25,Male,BSME,4th Year,2.56,89.11,3.15,No,1,Good,I?ve made great friends here because of the welcoming environment.
S0396,18,Male,BSME,2nd Year,3.8,98.7,11.75,No,10,Probation,The academic environment is competitive but supportive.
S0397,25,Male,BSCS,1st Year,1.1,76.92,12.23,No,4,Good,"Students are generally respectful, and there?s little bullying."
S0398,24,Female,BSME,1st Year,3.1,64.26,14.64,Yes,7,Probation,The academic environment is competitive but supportive.
S0399,23,Male,BSCS,3rd Year,1.39,94.29,1.29,No,1,Good,I like how the campus celebrates cultural diversity.
S0400,25,Female,BSIT,1st Year,1.72,57.88,2.9,No,9,Dropout_Risk,The guidance office is easy to approach and very helpful.
S0401,24,Male,BSME,3rd Year,2.16,57.79,0.85,No,0,Dropout_Risk,I would love to have more field trips or industry visits.
S0402,25,Male,BSIT,3rd Year,4.83,86.07,11.54,Yes,0,Probation,Security guards are friendly and respectful. I feel safe walking around campus.
S0403,20,Male,BSCS,4th Year,4.19,65.82,14.54,Yes,5,Dropout_Risk,The school could offer more scholarship opportunities.
S0404,24,Male,BSIT,1st Year,3.82,64.19,18.25,Yes,4,Dropout_Risk,The campus grounds are clean and well-maintained.
S0405,24,Male,BSCE,4th Year,2.17,96.86,3.19,Yes,4,Probation,The campus layout is confusing for new students.
S0406,18,Male,BSIT,1st Year,2.78,60.3,2.55,Yes,6,Probation,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0407,21,Female,BSIT,4th Year,2.12,84.02,17.07,No,9,Probation,There are no bike racks near our building.
